UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,YEAR,QUARTER,CURR_ASSETS,FLIGHT_EQUIP,ASSETS,CURR_LIABILITIES,NON_REC_LIAB,DEF_CREDITS
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2011,1,11445.16,18999.48,25032.73,3723.34,2854.28,
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2006,1,7344.86,70308.65,64689.38,27442.09,22416.67,454
NC,Northern Air Cargo Inc.,HU,Northern Air Cargo Inc.,1993,4,12582.92,4001.73,13834.62,1903.42,,
WO,World Airways Inc.,WO,World Airways Inc.,2013,1,51287.13,154893.76,305945.34,128436.29,16766.87,92685.1
JKQ,Express One International Inc.,JKQ,Express One International Inc.,1995,4,28987.71,77675.55,87587.19,47219.04,20268.57,6668.69
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2002,4,13880,4911,21722,10110,370622,2635
NK,Spirit Air Lines,NK,Spirit Air Lines,2002,2,65324,148495.69,193149.49,134437.35,72641.47,1037.99
M6,Amerijet International,M6,Amerijet International,2003,2,13657.05,,17164.08,11222.49,5910.38,
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2008,2,38276.69,133035.64,57961.41,33698.91,29864.53,309.65
JKQ,Express One International Inc.,JKQ,Express One International Inc.,1997,4,21433.48,81428.77,72755.15,15287.44,33482.51,5976.29
GL,Miami Air International,GL,Miami Air International,2011,4,19353.98,5601.77,26039.61,18596.69,2329.16,
MG,Champion Air,MG,Champion Air,1998,3,4132.7,2429.42,6736.96,12536.92,21694.89,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2011,3,13874.35,18792.91,20458.72,30115.87,18300,307.62
KP,Kiwi International,KP,Kiwi International,1995,1,23893.42,2586.01,29124.65,45913.96,4606.66,326.99
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2013,1,3701,0,3971,3997,500,0
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2012,4,4819,0,5121,5149,500,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2011,4,13267.77,20672.27,28008.31,4168.78,2458.84,
XP,XTRA Airways,XP,XTRA Airways,2015,1,4637.48,429.25,10384.23,7766.76,0,0
TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,2006,2,5452,11405,13031,4317,,
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,1993,1,40503.49,247135.32,204770.78,98276.57,35779.19,31888.85
0WQ,Avjet Corporation,0WQ,Avjet Corporation,2010,4,10630.32,23996.25,29056.33,4621.01,20553.15,1098.95
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,1998,3,24006.91,,26953.8,21644.18,1484.52,1387.44
JKQ,Express One International Inc.,JKQ,Express One International Inc.,2001,2,21489,67513,89663,26721,43177,9836
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2007,4,12806.85,31638.17,36394.12,16943.23,19416.9,460
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2004,2,25047.46,119591.3,53672.79,11958.65,34292.55,4479.11
PT (1),Capital Cargo International,PT,Capital Cargo International,2007,3,4894,23760,9489,2111,301,26
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2008,2,23251,,23708,25155,,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2012,3,5183,0,5446,5539,0,0
EE,Eastern Airlines Group Inc.,EE,Eastern Airlines Group Inc.,2016,2,5492.22,1997.22,24618.86,11925.56,13418.67,19.34
GL,Miami Air International,GL,Miami Air International,2013,3,16885.44,6571.29,22127.13,14629.03,2604.45,
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,1998,2,73756.89,42333.42,208887.71,78101.56,42011.28,
NA,North American Airlines,XG,North American Airlines,2000,2,10337.46,1920.22,14326.04,8663.97,,
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2015,2,29985.92,4705.58,49791.66,60805.35,21401.88,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2003,2,13508.11,10373.51,29760.75,18088.86,18615.97,
NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,2002,1,17549.43,1865.64,32765.48,68235.31,198.26,
RIQ,Rich International Airways,RIQ,Rich International Airways,1995,3,13402.7,13508.4,20741.49,17615.97,,
KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,2016,2,7116.39,22266.84,31023.39,3334.77,,
ABX,ABX Air Inc,ABX,ABX Air Inc,2013,3,376261.19,66558.9,425690.5,50357.83,248064.5,-74430.98
5X,United Parcel Service,5X,United Parcel Service,1991,2,204217,1831682,1648140,216118,5827,707189
GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,2006,3,20313.89,50388.71,70055.97,31720.03,18699.86,
NA,North American Airlines,XG,North American Airlines,1997,2,6039.53,1175.5,8140.69,4474.72,,402.85
FF,Tower Air Inc.,FF,Tower Air Inc.,1992,1,16159.39,152681.44,134544.97,49605.32,61331.39,10076.2
M6,Amerijet International,M6,Amerijet International,2003,1,13003.43,,18237.67,10745.44,7467.21,
SY,Sun Country Airlines d/b/a MN Airlines,SYQ,Sun Country Airlines,1999,2,32864.22,79979.33,73596.91,48637.68,33810.86,
GL,Miami Air International,GL,Miami Air International,2009,3,29250.59,7266.75,38718,25151.27,2318.4,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2008,3,30131.37,20188.83,44325.51,32671.96,26740,2366.42
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1995,1,3198530,7328429,12042259,4935728,5697933,1383974
CS,Continental Micronesia,CS,Continental Micronesia,2004,4,15250,,409324,29697,8857,101540
0WQ,Avjet Corporation,0WQ,Avjet Corporation,2009,3,10123.48,23996.25,29684.87,5082.57,21305.59,1044.41
RP,Chautauqua Airlines Inc.,RP,Chautauqua Airlines Inc.,2013,1,162791.23,306642.04,523175.9,94912.43,232818.1,71656.29
WO,World Airways Inc.,WO,World Airways Inc.,2001,3,35302,75946,98481,61500,63746,
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2007,3,42139.77,1802.73,104010.48,85387.53,13026.76,
M6,Amerijet International,JH,Amerijet International,1997,3,14882.5,53779.3,63769.12,16061.64,26092.32,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,1998,3,19913,582,21940,18855,1350,
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2008,4,15317.9,126560.47,32573.66,13810.37,29864.53,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2001,1,16489.17,789417.52,519312.03,80869.2,233335.62,51970.86
GL,Miami Air International,MMQ,Miami Air International,1995,1,14118.27,,15571.51,8898.69,,
GL,Miami Air International,GL,Miami Air International,2015,4,17282.71,10670.8,23564.73,18001.62,1226.95,
ZN,Key Airlines Inc.,KEQ,Key Airlines Inc.,1991,4,6127,2739,30881,29496,29209,
M6,Amerijet International,JH,Amerijet International,1997,4,16630.15,58693.9,67011.43,17459.53,25767.63,
NA,North American Airlines,XG,North American Airlines,1998,3,9955.94,1175.5,12692.53,7298.03,,252.54
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1997,2,2565412,9343872,14189805,5416883,5514324,1212044
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,1990,2,42440.46,92477.74,195346.67,51705.68,75956.53,44341.93
RP,Chautauqua Airlines Inc.,RP,Chautauqua Airlines Inc.,2014,4,180009.81,195043.97,412774.88,89404.1,121154.06,57716.82
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2008,1,35090.89,2374.42,96150.98,71429.9,46576.4,
P9,Pro Air Inc.,P9,Pro Air Inc.,2000,2,8089,38650,47354,30864,58924,914
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,1998,1,51485.78,37451.54,131656.21,86731.66,17599.83,15529.8
9S,Southern Air Inc.,9S,Southern Air Inc.,2015,3,15509.35,992.01,98442.14,14584.3,4653.61,0
OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,2016,2,228451.54,74691.93,293550.06,293459.33,0,-259.8
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,1995,2,209596.4,468116.43,525668.6,58283.38,136560.9,67410.32
FF,Tower Air Inc.,FF,Tower Air Inc.,1999,3,56920,509228,377375,199385,111748,20257
TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,2002,3,6012,5960,12067,6262,790,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2001,2,31636.6,210688.35,170686.37,78692.05,199401.24,
ER,"Astar USA, LLC",ER,DHL Airways,2001,3,5723.05,352631.43,269797.96,295015.81,78761.81,22324.81
GL,Miami Air International,GL,Miami Air International,2016,2,14565.08,11208.56,21108.42,13994.53,2151.74,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,1996,3,55105.49,,70356.82,39929.14,34796,
KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,1996,4,24416.25,55539.11,64546.52,51269.87,23815,4258.91
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,1998,4,27283.92,,33476.35,26173.9,1955.47,1357.74
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2005,1,19701.99,123798.57,46990.51,8510.81,30498.23,4479.11
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2006,4,72926.18,689283.91,784138.73,88450.79,504077.9,149314.95
TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,2005,4,7610,10862,15219,6159,,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,1997,1,51967.08,,79796.29,43052.43,48483.59,
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2016,1,17058.45,25184.74,32925.03,3555.61,448.97,
GL,Miami Air International,GL,Miami Air International,2010,1,13486.39,7365.53,22376.56,17340.78,2392.12,
WP,Island Air Hawaii,WP,Island Air Hawaii,2016,2,6092.93,3721.47,16183.36,9723.68,10339.04,168.88
RD,Ryan International Airlines,RYQ,Ryan International Airlines,1997,3,7023.47,11119.85,7507.84,6326.82,,
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,1990,3,55435.57,232834.05,238849.94,80416.73,108287.19,20070.79
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,1990,4,55435.57,232834.05,238849.94,80416.73,108287.19,20070.79
M6,Amerijet International,M6,Amerijet International,2007,1,36843.85,5063.99,48651.77,28149.99,10567.03,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2007,4,31646.52,23534.68,48622.8,51437.94,1208,1478.19
RD,Ryan International Airlines,RD,Ryan International Airlines,2007,2,28274.05,,29390.84,28845.11,,
GL,Miami Air International,GL,Miami Air International,2014,4,22480.91,9057.6,28504.23,21263.59,1326.95,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2003,1,29172.02,32535.79,63268.09,71621.36,4500,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2014,1,3519,0,3780,2999,0,0
NA,North American Airlines,XG,North American Airlines,1997,1,7884.58,1175.5,9889.74,6340.27,,402.85
OE,Westair Airlines Inc.,OE,Westair Airlines Inc.,1993,2,32943.97,23551.18,60727.14,24280.5,4351.88,13853.82
M6,Amerijet International,M6,Amerijet International,2009,4,45380.22,5325.9,59259.6,45748.09,3687.51,
NK,Spirit Air Lines,NK,Spirit Air Lines,1995,3,12092.45,7377.86,22053.71,12757.77,3222.97,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2009,3,17533.95,20445.05,28925.97,20553.64,18761.27,1364.5
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,2000,3,32677.77,62588.11,70106.82,73931.08,38373.59,
GG,"Cargo 360, Inc.",GG,"Cargo 360, Inc.",2007,3,9051.3,752.45,481418.43,14170.73,469159.06,
ER,"Astar USA, LLC",ER,DHL Airways,2001,4,32093.92,401131.94,295554.66,-3073.23,71952.07,24233.84
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2014,2,3560,0,3819,2900,0,0
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,2000,1,59083.06,47849.77,155734.37,104590.15,24522.18,16199.25
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,1995,4,43066.08,572016.14,506137.75,201200.66,244797.36,26163.28
T9,TransMeridian Airlines,T9,TransMeridian Airlines,1998,1,5339.73,640.91,6102.23,10563.91,12047.69,
WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,2012,1,109533.2,0,125880.2,121101.32,4285.42,
KD,Western Global,KD,Western Global,2016,2,11417.81,1765.44,13544.22,10501.56,5974.62,
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,1992,2,28678.19,270918.34,211842.75,99489.26,56644.59,25172.26
FDQ,Great American Airways,FDQ,Great American Airways,1996,1,5386.84,24878.99,23927.87,3422.16,15347.07,
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1996,4,13414.35,9371.49,17871.39,2951.45,383.16,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,1999,1,10207,582,12031,11578,,
GL,Miami Air International,GL,Miami Air International,2009,4,18268.8,7310.53,27424.78,21165.52,2070,
CS,Continental Micronesia,CS,Continental Micronesia,2003,4,13983,26,409418,81658,7927,82533
M6,Amerijet International,M6,Amerijet International,2001,1,22844.49,94766.34,91972.28,27085.14,49556.95,
FF,Tower Air Inc.,FF,Tower Air Inc.,1995,4,62013.63,216756.49,210546.82,90757.42,23594.43,20161.35
RD,Ryan International Airlines,RYQ,Ryan International Airlines,1997,2,7549.05,10955.29,8022.37,6920.13,,
0WQ,Avjet Corporation,0WQ,Avjet Corporation,2013,3,13962.48,23996.25,29557.95,7230.64,19056.13,799.51
GR,Gemini Air Cargo Airways,GR,Gemini Air Cargo Airways,2001,3,39116.3,248813.54,192679.44,56278.31,93467.98,
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,2002,1,614461.74,452443.4,1220562.93,694545.18,440552.72,75222.29
TZ,ATA Airlines d/b/a ATA,TZ,ATA Airlines d/b/a ATA,2003,2,366563.91,309875.36,863301.48,405890.6,478776.67,98554.26
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,1998,1,16794.15,,20127.93,15650.8,1360.33,1291.05
,,PA,,1998,2,18721.37,22410.89,195618.85,113897.67,27049.72,936.4
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,1994,4,49548.55,115706.77,192731.43,76420.26,65210.37,29805.12
ZN,Key Airlines Inc.,ZN,Key Airlines Inc.,1992,2,7503,2875,32114,29793,36992,
GL,Miami Air International,MMQ,Miami Air International,1999,1,17929.41,30091.13,48537.06,22079.17,16585.46,
GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,2013,1,11394.33,15722.74,24675.49,19538.4,0,1469.21
NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,2000,4,11997.45,6245.35,38621.63,43540.11,6432.24,
XP,XTRA Airways,XP,Casino Express,2014,4,4749.78,199.61,8542.12,4035.49,1510.8,0
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2002,1,34794.04,703012.97,504530.97,74655.27,225968.39,76622.04
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,1997,2,66924.98,,96244.11,56640.3,51483.59,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,1992,1,13894.66,3091.83,18601.45,7300.56,,
ZKQ,Zantop International,ZKQ,Zantop International,1992,3,25453.8,67239.14,69918.64,6003.77,2683.38,5750
M6,Amerijet International,JH,Amerijet International,1997,2,12778.97,53779.3,61731.11,15998.71,25846.24,
ZN,Key Airlines Inc.,KEQ,Key Airlines Inc.,1992,1,5986,2863,30731,26102,35850,
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1996,2,2505923,7820148,11734899,4974507,4895722,1237800
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,1997,4,21527.51,31003.71,116081.04,109497.91,6150.01,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2013,2,4031,0,4298,4081,500,0
WO,World Airways Inc.,WO,World Airways Inc.,2001,2,27876,87673,92755,55411,62208,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,1998,1,20270.72,4932.03,50598.47,49195.25,6921.43,154.97
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2007,2,33285.64,21887.87,51305.8,45971,43090.64,1758.02
PT (1),Capital Cargo International,CCQ,Capital Cargo International,2004,3,8497,38075,42839,11138,18417,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2010,3,17586.06,18782.62,25872.73,26502.42,18300,686.84
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2003,3,10942.4,10920.32,27173.26,15722.94,18710.45,
BF,Markair Inc.,BF,Markair Inc.,1991,3,31162.88,88665.25,149182.26,39447.74,75065.34,7532.04
GL,Miami Air International,GL,Miami Air International,2007,1,24079.01,,33960.88,24521.66,1914.36,
M6,Amerijet International,JH,Amerijet International,1996,3,10776.47,42749.88,53899.62,11869.36,24988.68,
KP,Kiwi International,KP,Kiwi International,1994,1,21127.46,1966.17,24500.61,23787.3,3888.67,
TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,2002,4,9601,6540,15851,7272,320,
TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,1998,3,144386.62,284759.45,489060.94,119061.03,266971.14,87418.14
NA,North American Airlines,XG,North American Airlines,1997,3,7179.73,1175.5,9230.35,5118.99,,402.85
M6,Amerijet International,M6,Amerijet International,2009,1,36898.25,5194.33,50003.33,38952.51,3038.39,
PT (1),Capital Cargo International,CCQ,Capital Cargo International,2002,3,8889,46383,56697,7943,25483,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,1996,1,15581.77,4528.99,17318.09,15889.96,5850,
N7,National Airlines,N7,National Airlines,2000,3,50887.63,27586.85,102392.67,103832.18,12172.73,
0WQ,Avjet Corporation,0WQ,Avjet Corporation,2013,2,14879.21,23996.25,30762.94,8858.67,19182.95,799.51
WP,Island Air Hawaii,WP,Island Air Hawaii,2016,3,6410.8,3800.21,16442.03,12133.72,10335.78,154.41
WI,Sky Lease Cargo,WI,Sky Lease Cargo,2012,2,75606.68,4184.5,78461.33,53340.69,21247.6,0
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,1996,4,50588.49,56113.12,138310.27,74966.94,36554.41,19536.83
WP,Island Air Hawaii,WP,Island Air Hawaii,2015,4,6337.66,3510.92,16803.35,8969.63,2347.03,197.83
M6,Amerijet International,M6,Amerijet International,2008,4,41470.94,6656.6,53961.72,42934.23,2823.97,
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2013,4,4262,0,4526,3531,350,0
8C,Air Transport International,8C,Air Transport International,1997,2,26761.13,8000.73,89322.95,31665.54,67019.23,
NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,1996,3,13260.97,8165.06,16961.78,3256.89,655.7,
9L,Colgan Air,9L,Colgan Air,2012,3,27164.39,49992.13,262149.13,36495.51,207575.63,25309.73
BF,Markair Inc.,BF,Markair Inc.,1995,2,33746.94,114127.75,150599.75,82238.44,139496.03,484.64
M6,Amerijet International,JH,Amerijet International,1996,1,11322.75,37532.3,48940.47,9688.53,23052.26,
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,2000,2,65078.15,51472.12,166822.94,112828.62,26463.83,16588.54
JW,Arrow Air Inc.,JW,Arrow Air Inc.,1990,3,12349.8,2561.64,16949.17,5537.98,,1111.4
FDQ,Great American Airways,FDQ,Great American Airways,1997,1,5140.8,24897.22,23600.87,2522.07,15370.71,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,2008,4,26111.3,7587.97,65309.06,52247.49,9571.7,
0WQ,Avjet Corporation,0WQ,Avjet Corporation,2011,3,12362.08,23996.25,30094.61,6925.81,20223.52,952.26
GL,Miami Air International,GL,Miami Air International,2016,3,18385.62,11191.69,25294.42,19848.81,1134.54,
EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,2000,3,36857.85,806784.98,556722.78,88154.28,292598.42,51970.86
M6,Amerijet International,JH,Amerijet International,1996,4,14755.92,47037.45,60368.74,14117.63,27553.65,
WI,Sky Lease Cargo,WI,Tradewinds Airlines,2007,1,11395.92,75136.83,59281.32,25100.25,17228.02,2380.17
M6,Amerijet International,M6,Amerijet International,2002,3,13505.78,,18331.95,11120.11,7109.27,
MG,Champion Air,MG,MGM Grand Air Inc.,1992,1,192861,87454,271319,11746,184952,
9L,Colgan Air,9L,Colgan Air,2010,4,22350.43,491286.06,782362.72,72249.76,607429.54,26652.07
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,2001,1,23330.66,76200.61,70049.74,102607.22,29575.58,
TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,1992,1,28255.91,266734.32,212343.85,90623.79,62130.71,26409.85
8C,Air Transport International,8C,Air Transport International,1992,4,8217.05,317.8,8511.59,2014.01,,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2005,2,34028.78,16458.39,56899.77,60435.47,18704.49,2168.87
RIQ,Rich International Airways,RIQ,Rich International Airways,1994,4,9858.29,12822.25,17306.27,13555.59,,
M6,Amerijet International,M6,Amerijet International,2010,3,47743.2,8828.21,64078.95,42975.6,8500.46,
MG,Champion Air,MG,Champion Air,1997,4,4622.62,963.41,6485.55,13764.35,14483.64,
JW,Arrow Air Inc.,JW,Arrow Air Inc.,1994,1,19674.76,4256.32,23454.52,22128.02,1646.16,
N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",2015,3,19489.86,131005.65,136381.94,37035.74,286864.82,0
U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,2010,2,50461.92,117655.95,65329,33412.98,29673.33,2300
M6,Amerijet International,M6,Amerijet International,2006,4,38087.18,5063.99,49463.63,32450.54,7981.39,
GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,2013,4,12180.55,15722.74,24842.43,18998.52,0,1760.51
NK,Spirit Air Lines,NK,Spirit Air Lines,1997,1,10976.23,26891.69,37533.69,20091.35,15510.71,
OE,Westair Airlines Inc.,OE,Westair Airlines Inc.,1990,4,43747.89,25658.63,84938.09,30462,17276.8,21763.85
CS,Continental Micronesia,CS,Continental Micronesia,2005,4,39192,,759663,37704,257377,156843
NK,Spirit Air Lines,NK,Spirit Air Lines,1996,1,14311.4,9335.03,25556.06,15602.99,2583.2,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2006,4,26771.06,21376.78,45673.65,53615.82,32132.75,2037.84
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1994,1,3448761,7696582,12195559,4938412,5286842,1400867
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2008,1,23047,,23509,25549,,
ZKQ,Zantop International,ZKQ,Zantop International,1992,2,25848.28,67447.29,70634.74,5989.84,2684.8,5750
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines,2000,2,26368.48,72257.57,65930.89,64328.22,32458.55,
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,1990,2,54078.09,59395.77,156293.95,160268.71,28479.46,-627.43
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1995,1,305820,734074,1217213,464075,432743,46710
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,1995,3,50814.01,123938.65,189930.5,79543.08,65147.63,27752.43
PA (2),Pan American World Airways,PA,Pan American World Airways,1998,1,17451.03,22410.89,194348.71,137297.51,,
U5,USA 3000 Airlines,U5,USA 3000 Airlines,2011,4,11615.81,18636.43,17860.31,31557.92,18300,191.02
PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,2013,3,4177,0,4443,3950,500,0
FF,Tower Air Inc.,FF,Tower Air Inc.,1997,4,39210,419851,310120,179189,63321,18189
SY,Sun Country Airlines d/b/a MN Airlines,SYQ,Sun Country Airlines,1992,3,13592.01,2405.48,20093.44,15167.51,,
JKQ,Express One International Inc.,JKQ,Express One International Inc.,1995,3,15836.83,74545.95,73440.58,33625.55,24465.31,6668.69
